fecha,autor_portada,titulo_portada,autor_critica,url,url_imagen,news_keywords,keywords,descripcion,id
2014-09-29,Barry Blitt.,"“Illegal Procedure,”",missing,missing,"https://media.newyorker.com/photos/59095d111c7a8e33fb38c26f/master/w_280,c_limit/2014_09_291.jpg",missing,missing,missing,missing
2014-10-06,Christoph Niemann.,"“Rainy Day,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Samantha Henig ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-10-06,"https://media.newyorker.com/photos/59095d3e1c7a8e33fb38c2cc/master/w_280,c_limit/2014_10_06.jpg","_wordpress_id:2843903,Christoph Niemann,Covers","_wordpress_id:2843903,Christoph Niemann,Covers","“When I arrived in New York for the first time, it was pouring,” the German artist Christoph Niemann says.",5924bef3504b4521f98658a5
2014-10-13,Bruce McCall.,"“Mom & Pop Mega Superstore,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-10-13,"https://media.newyorker.com/photos/59095d716552fa0be682dcfe/master/w_280,c_limit/2014_10_13.jpg",_wordpress_id:2852925,_wordpress_id:2852925,"“Everything that I knew in 1964 is gone,” says this week’s cover artist, Bruce McCall, who came to New York from Canada that year.",5924bef753825d3e461cc3b4
2014-10-20,Tom Gauld.,"“Fall Library,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-10-20,"https://media.newyorker.com/photos/59095dc4019dfc3494e9f9cb/master/w_280,c_limit/2014_10_20.jpg","Cover Story,Reading,_wordpress_id:2859999","Cover Story,Reading,_wordpress_id:2859999","When Tom Gauld sent the first sketch for this week’s cover, “Fall Library,” we discussed a variant where the woman was holding an electronic-book reader.",5924bf0753825d3e461cc3bb
2014-10-27,Mark Ulriksen.,"“Fun and Games in Congress,”",Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-10-27,"https://media.newyorker.com/photos/59095e0e2179605b11ad5140/master/w_280,c_limit/2014_10_27.jpg","Cartoons,Congress,Cover Story,Mark Ulriksen,Politics,_wordpress_id:2869437","Cartoons,Congress,Cover Story,Mark Ulriksen,Politics,_wordpress_id:2869437",This week’s cover imagines characters from pop culture as elected representatives.,5924bf03504b4521f98658ac
2014-11-03,Peter de Sève.,"“Hip Hops,”",Amelia Lester Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-11-03,"https://media.newyorker.com/photos/59096d4dc14b3c606c107798/master/w_200,c_limit/FoodIssue-2015-Wide.jpg",_wordpress_id:2874949,_wordpress_id:2874949,The scene depicted on the cover of this week’s food issue captures the seriousness with which beer is handled these days by many Brooklyn restaurants.,5924bb43504b4521f98657d0
2014-11-10,Chris Ware.,"“Protocol,”",Chris Ware Amelia Lester ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-11-10,"https://media.newyorker.com/photos/59095e692179605b11ad51f4/master/w_280,c_limit/2014_11_10.jpg","Art,Cover Story,Covers,Ebola,_wordpress_id:2884461","Art,Cover Story,Covers,Ebola,_wordpress_id:2884461",The voice in my mind nagged me all through October: “Get your flu shots.”,5924bbba53825d3e461cc2de
2014-11-17,Liniers.,"“The Elephant in the Room,”",Françoise Mouly Mina Kaneko Chris Ware Evan Osnos ,http://www.newyorker.com/culture/culture-desk/cover-story-obamas-elephant-problem,"https://media.newyorker.com/photos/59095ea6ebe912338a3749aa/master/w_280,c_limit/2014-11-17.jpg","Cover Story,Covers,_wordpress_id:2890837","Cover Story,Covers,_wordpress_id:2890837","“I hope Obama finds some way to maneuver around this situation in the next two years,” Liniers, the Argentine artist behind next week’s cover, “The Elephant in the Room,” says.",5924befac607487ed1deab7e
2014-11-24,Richard McGuire.,"“Time Warp,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Chris Ware ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-11-24,"https://media.newyorker.com/photos/59096d4d019dfc3494ea1aab/master/w_200,c_limit/TechIssue-2015-Wide.jpg","Cover Story,Covers,_wordpress_id:2899161","Cover Story,Covers,_wordpress_id:2899161","“As I walk around the city, I’m time-travelling, flashing forward, planning what it is I have to do,” Richard McGuire says about this week’s cover.",5924befa53825d3e461cc3b7
2014-12-01,Bruce McCall.,"“First Thanksgiving,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-12-01,"https://media.newyorker.com/photos/59095f121c7a8e33fb38c60c/master/w_280,c_limit/2014-12-01.jpg","Bruce McCall,N.F.L.,Thanksgiving,Washington Redskins,_wordpress_id:2905859","Bruce McCall,N.F.L.,Thanksgiving,Washington Redskins,_wordpress_id:2905859","“I wanted to address the whole kerfuffle over the Redskins’ name,” McCall says. “This is 2014, and it seems a little late to be dealing with that stuff.”",5924bef7504b4521f98658a7
2014-12-08,Bob Staake.,"“Broken Arch,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Jelani Cobb ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-12-08,"https://media.newyorker.com/photos/59095f592179605b11ad537c/master/w_280,c_limit/2014-12-08.jpg","Ferguson,St. Louis,_wordpress_id:2914113","Ferguson,St. Louis,_wordpress_id:2914113","“I wanted to comment on the tragic rift that we’re witnessing,” Bob Staake says about his cover for next week’s issue.",5924bef03d0eb26fcd9f9705
2014-12-15,Ivan Brunetti.,“High and Low”,Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-12-15,"https://media.newyorker.com/photos/59095fa4ebe912338a374b92/master/w_280,c_limit/2014_12_15.jpg","Cover Story,_wordpress_id:2923393","Cover Story,_wordpress_id:2923393","“Even though I secretly aspire to a de-cluttered apartment, the lower one pictured is what I identify with,” Ivan Brunetti said about this week’s cover.",5924bcd8c607487ed1deaae6
2014-12-22,George Booth.,"“Doggone, It’s That Time of Year Again!”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Colin Stokes ,http://www.newyorker.com/culture/culture-desk/cover-story-2014-12-22,"https://media.newyorker.com/photos/59096d4b1c7a8e33fb38e4d5/master/w_200,c_limit/WorldChangersIssue-2015-Wide.jpg",_wordpress_id:2932713,_wordpress_id:2932713,"“My favorite thing about the holidays is the people I love,” George Booth says of “Doggone, It’s That Time of Year Again!,” the cover of this week's issue.",5924beec3d0eb26fcd9f9704
2015-01-05,J. J. Sempé.,"“Dance Around a Piano,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-jean-jacques-sempes-dancers,"https://media.newyorker.com/photos/5909607a6552fa0be682e2cd/master/w_280,c_limit/2015_01_05.jpg","cover,Dance,_wordpress_id:2940379","cover,Dance,_wordpress_id:2940379","Sempé, the artist behind this week’s cover, “Dance Around a Piano,” has contributed many New Yorker covers celebrating the art of dance.",5924beecec03de731c843e35
2015-01-12,Jorge Colombo.,"“Limited Visibility,”",Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-01-12,"https://media.newyorker.com/photos/59096528ebe912338a375784/master/w_280,c_limit/2015_01_12.jpg","Cover Story,Empire State Building,iPad,New York City,_wordpress_id:2947177","Cover Story,Empire State Building,iPad,New York City,_wordpress_id:2947177",The artist describes how the Empire State Building on a foggy night inspired his latest iPad drawing.,5924bdc820112473698256bd
2015-01-19,Ana Juan,"“Solidarité,”",missing,http://www.newyorker.com/culture/culture-desk/cover-story-2015-1-19,"https://media.newyorker.com/photos/5909656debe912338a375822/master/w_280,c_limit/CVS_TNY_01_19_15RGB_dp.jpg",missing,missing,missing,missing
2015-01-26,Barry Blitt.,"""The Dream of Reconciliation,”",The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-01-26,"https://media.newyorker.com/photos/590965e36552fa0be682ee8f/master/w_280,c_limit/2015_01_26.jpg",_wordpress_id:2964041,_wordpress_id:2964041,"Barry Blitt drew next week’s cover, inspired by the photographs of the Selma-to-Montgomery march that are everywhere again.",5924be52ec03de731c843df8
2015-02-02,Bruce McCall.,"“Moving Day,”",Françoise Mouly Mina Kaneko The New Yorker Ana Juan ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-02-02,"https://media.newyorker.com/photos/590966166552fa0be682eefd/master/w_280,c_limit/2015_02_02.jpg","Cover Story,Covers,One World Trade Center,_wordpress_id:2972189","Cover Story,Covers,One World Trade Center,_wordpress_id:2972189",The artist Bruce McCall pictures what it felt like to pack boxes while we were finishing the last New Yorker issue in 4 Times Square.,5924befb504b4521f98658aa
2015-02-09,Mark Ulriksen.,"“A Walk in the Snow,”",Mina Kaneko Françoise Mouly Elisabeth Zerofsky Adam Gopnik ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-02-09,"https://media.newyorker.com/photos/5909665eebe912338a3759e5/master/w_280,c_limit/2015-02-09.jpg","Cover Story,Dogs,Mark Ulriksen,Snow,_wordpress_id:2977111","Cover Story,Dogs,Mark Ulriksen,Snow,_wordpress_id:2977111",Mark Ulriksen’s cover illustration for this week’s issue of The New Yorker shows city dwellers and their canine companions enjoying a romp in the snow.,5924beac3d0eb26fcd9f96f4
2015-02-16,Barry Blitt.,"""Kim Jong-un Interrupts,”",Mina Kaneko Françoise Mouly Richard Brody The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-02-16,"https://media.newyorker.com/photos/590966bb6552fa0be682f029/master/w_280,c_limit/2015_02_16.jpg","cover,Kim Jong-un,New Yorker,North Korea,Oscars,_wordpress_id:2985338","cover,Kim Jong-un,New Yorker,North Korea,Oscars,_wordpress_id:2985338","“If Kim Jong-un made an angry, unscheduled appearance at the ceremony, I’d definitely tune in,” says Barry Blitt, who drew this week’s Oscars cover.",5924bed6c607487ed1deab78
2015-02-23,missing,“Nine for Ninety”,Françoise Mouly Mina Kaneko Françoise Mouly The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-nine-ninety,"https://media.newyorker.com/photos/59096d4b019dfc3494ea1aa6/master/w_200,c_limit/90thIssue-Wide.jpg","Cover Story,Eustace Tilley,_wordpress_id:2989164","Cover Story,Eustace Tilley,_wordpress_id:2989164",The nine covers for our ninetieth anniversary bring Eustace Tilley squarely into modern times.,5924bf643d0eb26fcd9f971f
2015-03-09,Birgit Schössow.,"“Flatiron Icebreaker,”",Françoise Mouly Kathryn Schulz Henri Cole ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-03-09,"https://media.newyorker.com/photos/590967c8019dfc3494ea0eb3/master/w_280,c_limit/2015_03_09.png","Cover Story,Flatiron Building,_wordpress_id:3002845","Cover Story,Flatiron Building,_wordpress_id:3002845","“The Flatiron Building yearns to be drawn as a ship,” Birgit Schössow, the artist behind this week’s New Yorker cover, says.",5924bfc7c607487ed1deabaa
2015-03-16,Liniers.,"“Hipster Stole,”",Mina Kaneko Françoise Mouly Françoise Mouly Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-03-16,"https://media.newyorker.com/photos/590968172179605b11ad6634/master/w_280,c_limit/2015_03_16.jpg","Brooklyn,Hipsters,_wordpress_id:3007745","Brooklyn,Hipsters,_wordpress_id:3007745","“I wanted to show the hipster in his natural habitat,” Ricardo Liniers, the cartoonist behind this week’s cover, says.",5924bff353825d3e461cc400
2015-03-23,Christoph Niemann.,"“A Rose,”",Christoph Niemann Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-03-23,"https://media.newyorker.com/photos/59096d4a6552fa0be682ff19/master/w_200,c_limit/Style-Issue-2015-Wide.jpg","Gertrude Stein,GIF,Rose,_wordpress_id:3009919","Gertrude Stein,GIF,Rose,_wordpress_id:3009919",Christoph Niemann’s animated cover for this week’s issue.,5924c05ec607487ed1deabc3
2015-03-30,Barry Blitt.,"“Clinton’s Emoji,”",Mina Kaneko Françoise Mouly Christoph Niemann ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-03-30,"https://media.newyorker.com/photos/590968c9c14b3c606c106da0/master/w_280,c_limit/CVS_TNY_03_30_15RGB.png","Emoticons,Hillary Clinton,Technology,_wordpress_id:3016118","Emoticons,Hillary Clinton,Technology,_wordpress_id:3016118","“Where would we be without emoticons, emoji, and winky-faces typed out of punctuation marks?” says Barry Blitt, the artist behind this week’s cover.",5924c05e2011247369825747
2015-04-06,Carter Goodrich.,"“Everybody Who’s Anybody,”",Mina Kaneko Françoise Mouly Christoph Niemann Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-04-06,"https://media.newyorker.com/photos/5909690c1c7a8e33fb38daec/master/w_280,c_limit/2015_04_06.png","Art,Children,Comedy,Cover Story,Covers,Humor,Kids,Satire,Schools,_wordpress_id:3019680","Art,Children,Comedy,Cover Story,Covers,Humor,Kids,Satire,Schools,_wordpress_id:3019680",This week’s cover artist Carter Goodrich talks about why he enjoys drawing children.,5924df5a70cb224108d16435
2015-04-13,Harry Bliss.,"“Balcony Scene,”",Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-04-13,"https://media.newyorker.com/photos/590969486552fa0be682f581/master/w_280,c_limit/2015_04_131.jpg","Cartoons,Dogs,_wordpress_id:3024450","Cartoons,Dogs,_wordpress_id:3024450","“Apologies to my wife, but Penny, my miniature poodle, is my world,” says Harry Bliss, whose dog makes an appearance on the cover of this week’s New Yorker.",5924df9670cb224108d16447
2015-04-20,Bruce McCall.,"“Life in the Cuba of Tomorrow,”",Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-04-20,"https://media.newyorker.com/photos/59096d491c7a8e33fb38e4d2/master/w_200,c_limit/JourneysIssue-Wide1.jpg",_wordpress_id:3028430,_wordpress_id:3028430,"On this week’s cover, Bruce McCall imagines life in an age of friendlier Cuban-American relations.",5924dfb153825d3e461cc486
2015-04-27,Mark Ulriksen.,"“Baseball Ballet,”",Roger Angell Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-04-27,"https://media.newyorker.com/photos/590969b4ebe912338a376070/master/w_280,c_limit/2015-04-27.jpg","Baseball,Cover Story,Mark Ulriksen,_wordpress_id:3034022","Baseball,Cover Story,Mark Ulriksen,_wordpress_id:3034022","This week’s cover, by Mark Ulriksen, is prettier than anything seen in Yankee Stadium so far this spring, so why not enjoy it?",5924e00220112473698257b9
2015-05-04,Frank Viva.,"“Golden Hour,”",Françoise Mouly Mina Kaneko Roger Angell ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-05-04,"https://media.newyorker.com/photos/59096cf86552fa0be682fe69/master/w_280,c_limit/05_04_15.jpg","Art,Cover Story,Frank Viva,_wordpress_id:3040228","Art,Cover Story,Frank Viva,_wordpress_id:3040228","Frank Viva talks about “Golden Hour,” the cover of The New Yorker's May 4th issue, and his new children’s book, called “Outstanding in the Rain.”",5924e0be14629f426f39c748
2015-05-11,Peter Mendelsund.,"“Injustice: Baltimore, 2015,”",Françoise Mouly Mina Kaneko Jelani Cobb John Cassidy ,http://www.newyorker.com/culture/culture-desk/mendelsund-baltimore-new-yorker-cover,"https://media.newyorker.com/photos/59096d17c14b3c606c107728/master/w_280,c_limit/05_11_15.jpg","Art,Baltimore,Cover Story,New Yorker cover,Peter Mendelsund,_wordpress_id:3043600","Art,Baltimore,Cover Story,New Yorker cover,Peter Mendelsund,_wordpress_id:3043600","Peter Mendelsund talks about his New Yorker cover, “Injustice: Baltimore, 2015.”",5924e0d953825d3e461cc4ce
2015-05-18,Bruce McCall.,"“The World Tomorrow,”",Mina Kaneko Françoise Mouly Tad Friend John Colapinto ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-05-18,"https://media.newyorker.com/photos/59096d5ec14b3c606c1077be/master/w_200,c_limit/innovators_wide.jpg","Machines,Technology,_wordpress_id:3047168","Machines,Technology,_wordpress_id:3047168","Bruce McCall, the artist behind this week’s cover, on innovations throughout history, and his interest in machines.",5924e12f70cb224108d164a3
2015-05-25,Carter Goodrich.,"“Early Start,”",Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-05-25,"https://media.newyorker.com/photos/59096d7bebe912338a37695e/master/w_280,c_limit/05_25_15.jpg","Animated Movies,Cover Story,_wordpress_id:3050614","Animated Movies,Cover Story,_wordpress_id:3050614","Carter Goodrich discusses his design for this week’s magazine cover, “Early Start.”",5924e1672011247369825802
2015-06-01,Mark Ulriksen,"“Suiting Up,”",Amy Davidson Sorkin ,http://www.newyorker.com/?p=3054200,"https://media.newyorker.com/photos/59096da1ebe912338a3769bc/master/w_280,c_limit/2015-06-01.jpg","2016 election,G.O.P.,Hillary Clinton,Republicans,_wordpress_id:3054200","2016 election,G.O.P.,Hillary Clinton,Republicans,_wordpress_id:3054200","Amy Davidson introduces this week’s cover, Mark Ulriksen’s ""Suiting Up,” which shows seven Republican contenders and seven varieties of preening.",5924e1e670cb224108d164cb
2015-06-08,Christoph Niemann.,"“Summer Sky,”",Christoph Niemann Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-06-08,"https://media.newyorker.com/photos/59096de7ebe912338a376a5c/master/w_200,c_limit/150608_fiction-toc.jpg","Beach,GIF,Summer,_wordpress_id:3057490","Beach,GIF,Summer,_wordpress_id:3057490","“Summer Sky,” Christoph Niemann’s animated cover for this week’s issue, shows a beach scene from below.",5924e1cb53825d3e461cc507
2015-06-22,Chris Ware.,"“Playdate,”",Chris Ware Chris Ware Chris Ware ,http://www.newyorker.com/culture/culture-desk/cover-story-playdate,"https://media.newyorker.com/photos/59096e44c14b3c606c107978/master/w_280,c_limit/06_22_15.jpg","Children,Creativity,Microsoft,Video Games,_wordpress_id:3062992","Children,Creativity,Microsoft,Video Games,_wordpress_id:3062992","Chris Ware on his daughter’s love for Minecraft, the inspiration for “Playdate,” this week’s magazine cover.",5924e25f504b4521f98659a3
2015-06-29,Barry Blitt.,"“Nine,”",Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko David Remnick Ana Juan ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-06-29,"https://media.newyorker.com/photos/59096e6c1c7a8e33fb38e71a/master/w_280,c_limit/06_29_15.jpg","African-Americans,Charleston,Gun Violence,Hate Crimes,Mother Emanuel African Methodist Episcopal Church,_wordpress_id:3066761","African-Americans,Charleston,Gun Violence,Hate Crimes,Mother Emanuel African Methodist Episcopal Church,_wordpress_id:3066761","Françoise Mouly and Mina Kaneko introduce next week’s cover, “Nine,” by Barry Blitt, which memorializes the murders at Mother Emanuel A.M.E. Church.",5924e29853825d3e461cc530
2015-07-06,Eric Drooker.,"“Rockaway Beach,”",Mina Kaneko Françoise Mouly Shauna Lyon Mary Norris ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-07-06,"https://media.newyorker.com/photos/59096ea3ebe912338a376bf9/master/w_280,c_limit/07_06_15.jpg",_wordpress_id:3070183,_wordpress_id:3070183,"Eric Drooker discusses his painting for this week's cover, ""Rockaway Beach.""",5924e2d82011247369825841
2015-07-20,J. J. Sempé.,"“Under the Same Hat,”",Françoise Mouly The New Yorker Robert Mankoff Amy Poehler ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-07-20,"https://media.newyorker.com/photos/59096ecdc14b3c606c107a6f/master/w_280,c_limit/07_20_15.jpg","Friendship,Summer,_wordpress_id:3074847","Friendship,Summer,_wordpress_id:3074847","J. J. Sempé presents his summery cover for this week’s issue, “Under the Same Hat.”",5924e31d201124736982584c
2015-07-27,Barry Blitt.,"“Belly Flop,”",Françoise Mouly Mina Kaneko Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-07-27,"https://media.newyorker.com/photos/59096effc14b3c606c107ae8/master/w_280,c_limit/07_27_15.jpg","Art,Comedy,Donald Trump,Elections,Humor,Politics,Satire,_wordpress_id:3078247","Art,Comedy,Donald Trump,Elections,Humor,Politics,Satire,_wordpress_id:3078247","Barry Blitt talks about his cover featuring Donald Trump, whom he says “never fails to provide hours of slack-jawed amazement.”",5924e346c607487ed1deacae
2015-08-03,Mark Ulriksen.,"“The Endless Summer,”",Mina Kaneko Françoise Mouly Thomas Beller Françoise Mouly Mina Kaneko The New Yorker ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-08-03,"https://media.newyorker.com/photos/59096f212179605b11ad75aa/master/w_280,c_limit/08_03_15.jpg",_wordpress_id:3081997,_wordpress_id:3081997,"Mark Ulriksen presents his cover for this week’s issue, “Endless Summer.”",5924e37f504b4521f98659e6
2015-08-10,Joost Swarte.,"“Summer Adventures,”",Mina Kaneko Françoise Mouly Tom Gauld Robert Mankoff Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-08-10,"https://media.newyorker.com/photos/59096f501c7a8e33fb38e8e6/master/w_280,c_limit/08_10_15.jpg","Cartoons,Humor,_wordpress_id:3085615","Cartoons,Humor,_wordpress_id:3085615","Joost Swarte presents “Summer Adventures,” his illustration on this week’s cover.",5924e3a670cb224108d16531
2015-08-24,Kadir Nelson.,"“Second Line,”",Mina Kaneko Françoise Mouly Malcolm Gladwell Sarah M. Broom Thomas Beller ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-08-24,"https://media.newyorker.com/photos/59096fb41c7a8e33fb38e9b6/master/w_280,c_limit/08_24_15.jpg","Harlem Renaissance,Hurricane Katrina,New Orleans,_wordpress_id:3091877","Harlem Renaissance,Hurricane Katrina,New Orleans,_wordpress_id:3091877","“I wanted to capture the memory of Hurricane Katrina and its aftereffects,” Kadir Nelson says of his cover for this week’s issue.",5924e40d12c2d3482d2b9b5c
2015-08-31,Adrian Tomine.,"“Gowanus Canal, Brooklyn,”",Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Elizabeth Greenspan Nate Lavey ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-08-31,"https://media.newyorker.com/photos/59096fd6c14b3c606c107cb0/master/w_280,c_limit/08_31_15.jpg",_wordpress_id:3094486,_wordpress_id:3094486,"Adrian Tomine presents his cover of this week’s issue, “Gowanus Canal, Brooklyn.”",5924e44570cb224108d16552
2015-09-07,Joost Swarte.,"“The Mouse of Wall Street,”",Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-09-07,"https://media.newyorker.com/photos/5909700f019dfc3494ea202b/master/w_280,c_limit/09_07_15.jpg","Cartoons,Cover Story,Stock Market,_wordpress_id:3097847","Cartoons,Cover Story,Stock Market,_wordpress_id:3097847","Mina Kaneko and Françoise Mouly on this week’s cover, Joost Swarte’s “The Mouse of Wall Street.”",5924e48e2011247369825893
2015-09-14,Barry Blitt.,"“2020 Vision,”",Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-09-14,"https://media.newyorker.com/photos/5909702b019dfc3494ea206f/master/w_280,c_limit/09_14_15.jpg","Barry Blitt,Cartoons,Cover Story,Donald Trump,Kanye West,_wordpress_id:3101005","Barry Blitt,Cartoons,Cover Story,Donald Trump,Kanye West,_wordpress_id:3101005","Mina Kaneko and Françoise Mouly on next week’s cover, Barry Blitt’s vision of a Kanye West 2020 election triumph.",5924e4ab70cb224108d16561
2015-09-21,Greg Foley.,"“Crosswalk,”",Mina Kaneko Françoise Mouly Erin Overbey Jessamyn Hatcher Pari Dukovic Thea Traff ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-09-21,"https://media.newyorker.com/photos/5909705f2179605b11ad7828/master/w_200,c_limit/Style-9112015-H.jpg","Fashion,Instagram,Social Media,_wordpress_id:3105012","Fashion,Instagram,Social Media,_wordpress_id:3105012","Greg Foley discusses his cover for this week’s issue, “Crosswalk.”",5924e580504b4521f9865a53
2015-09-28,Mark Ulriksen.,"“Street Ball,”",Mina Kaneko Françoise Mouly Thomas Beller Amy Davidson Sorkin Robert Mankoff ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-09-28,"https://media.newyorker.com/photos/5909708ac14b3c606c107e1e/master/w_280,c_limit/09_28_15.jpg","Basketball,Cover Story,Mark Ulriksen,Sports,_wordpress_id:3108564","Basketball,Cover Story,Mark Ulriksen,Sports,_wordpress_id:3108564","Mark Ulriksen discusses “Streetball,” his cover of this week’s issue.",5924e5b520112473698258c5
2015-10-05,Peter de Sève.,"“Catnap,”",Françoise Mouly Mina Kaneko Amelia Lester Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-10-05,"https://media.newyorker.com/photos/590970ca019dfc3494ea21a0/master/w_280,c_limit/10_05_15.jpg","Animals,Artist,Cover Story,_wordpress_id:3112385","Animals,Artist,Cover Story,_wordpress_id:3112385","Peter de Sève discusses “Catnap,” his cover for this week’s issue.",5924e648504b4521f9865a82
2015-10-12,Bruce McCall.,"“High Standards,”",Mina Kaneko Françoise Mouly Françoise Mouly Mina Kaneko Mina Kaneko Françoise Mouly Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-10-12,"https://media.newyorker.com/photos/590970ff1c7a8e33fb38ec66/master/w_200,c_limit/MoneyIssue_CombinedAnimation_600px1.gif",_wordpress_id:3116133,_wordpress_id:3116133,"A preview of “High Standards,” Bruce McCall’s cover of this week’s magazine.",5924e68520112473698258ec
2015-10-19,Adrian Tomine.,"“Recognition,”",Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-10-19,"https://media.newyorker.com/photos/59097113ebe912338a377160/master/w_280,c_limit/10_19_15.jpg","Adrian Tomine,Art,Book Covers,Cover Story,Recognition,_wordpress_id:3119158","Adrian Tomine,Art,Book Covers,Cover Story,Recognition,_wordpress_id:3119158","Adriane Tomine presents his cover of this week's issue, ""Recognition.""",5924e6b112c2d3482d2b9bed
2015-10-26,Lorenzo Mattotti.,"“On the Way,”",Françoise Mouly Mina Kaneko Françoise Mouly Françoise Mouly Mina Kaneko Françoise Mouly Mina Kaneko ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-10-26,"https://media.newyorker.com/photos/590971418b51cf59fc422777/master/w_280,c_limit/10_26_15.jpg","Cover Story,_wordpress_id:3122562","Cover Story,_wordpress_id:3122562","Lorenzo Mattotti presents his cover for this week’s issue, “On the Way.”",5924e6f8c607487ed1dead57
2015-11-02,Ivan Brunetti.,"“Comfort Food,”",Mina Kaneko Françoise Mouly Françoise Mouly Françoise Mouly Mina Kaneko Françoise Mouly ,http://www.newyorker.com/culture/culture-desk/cover-story-2015-11-02,"https://media.newyorker.com/photos/590971658b51cf59fc4227d5/master/w_200,c_limit/Eustace_Food_Web.gif","Cooking,Food Issue,_wordpress_id:3126107","Cooking,Food Issue,_wordpress_id:3126107","Ivan Brunetti discusses “Comfort Food,” his cover for this week’s Food Issue.",5924e745201124736982591b
